time_step,gps_error_m,dead_reckoning_error_m,q_magnav_error_m,q_magnav_uncertainty_m,gnss_residual_m,gps_trusted,magnetic_measurement_nt,true_map_field_nt
51,5.533825925439591,173.91052358157728,6.378189064643301,15.973073005449516,18.278797316011772,True,49951.875661780316,49949.96969715657
52,45.57779339174154,168.36645524697144,23.84247211888862,16.528184022712086,37.20050241600627,True,49955.3898713841,49950.91277096703
53,35.774495537631104,175.79217847531848,26.811981361623463,16.303980503195596,14.797805771958682,True,49954.235254329215,49951.86661157838
54,25.807819129149305,177.00773771517717,23.70159365489988,16.124975098058346,21.212003203309955,True,49953.41147395627,49952.92023106554
55,17.256585059908904,191.20667100393243,9.972618853396598,16.00688527087108,13.443564326966086,True,49952.72354459901,49953.96097173856
56,25.488984696186193,192.69812062133556,14.394182941599254,16.255170476162093,20.75095241582296,True,49957.29306636136,49955.066358801094
57,7.511692386632498,202.01628329852045,15.949244800273263,16.35740733145554,24.27985209845863,True,49954.18818340624,49956.156120201704
58,26.912831899061942,202.07701002218985,16.545805847780176,16.222614058112956,35.04023183525521,True,49954.45147988149,49957.268669686484
59,23.80723753251776,202.1714071206943,6.451844857501989,16.44349056520312,48.16525405006762,True,49960.73556342689,49958.37082188494
60,16.090957363010517,204.1541283200636,11.187807320247943,16.37469744168944,25.106649193089154,True,49956.776099093855,49959.48655405172
61,8.97484760916235,205.4695961027554,9.359590254505974,16.242959936109056,1.4454138362846387,True,49962.62750461329,49960.58431230907
62,14.35302976448448,213.5355449197825,14.374024984922725,16.268643965407286,9.955598456189628,True,49961.52832416369,49961.67727310435
63,14.319768126354239,211.55023386053722,1.569469400580372,15.959711739347165,22.591143168645,True,49964.54150349913,49962.78019211486
64,23.224999993165394,211.65563816535143,7.422132555725429,15.89550975961427,26.146913379139793,True,49960.47706143395,49963.87484853333
65,25.76912066697301,209.64689183967184,15.414557978691441,15.765180577203859,20.87630636688723,True,49966.016838915464,49964.99398124226
66,16.19906505634147,212.93324429996903,14.098509785924914,16.11351594740957,23.225684012825898,True,49967.037051856525,49966.08995109358
67,25.878652296649353,210.77527476102028,16.37187191027664,15.95753827173201,17.653442474255478,True,49968.528253490644,49967.225268469956
68,17.723658522714093,215.54586294578914,6.2106552694230714,16.150462465548365,24.54909834371765,True,49965.59002651129,49968.35390438403
69,8.227611312410788,214.3995862795799,6.0664792195690085,15.980740683262072,10.308432398443728,True,49968.65559166581,49969.53894771598
70,5.031841435780789,215.46242302302403,6.257513353322725,16.07139664660719,13.02493798064873,True,49967.40364602556,49970.72204245502
71,7.726320816525466,218.14149605870998,0.6015870181017404,16.062136341631334,14.667754829886505,True,49974.805048619215,49971.97290186453
72,36.55355135044334,215.69428876350355,15.85201421503649,16.170593380307324,36.63236094005174,True,49972.882840748694,49973.22781930285
73,11.796675157215812,226.98021924662876,8.686717831357784,16.093566268222116,10.196381407898288,True,49974.00713673895,49974.54887300692
74,15.020911605298423,221.74502869791363,4.837366699576494,16.38721979823934,17.452675433456136,True,49977.644891331816,49975.87880878538
75,4.3814967408498795,224.21297479649422,5.761909325558656,16.03976633404464,2.5053620719569176,True,49976.206180035915,49977.27995704264
76,12.57075631795441,228.6268947986672,9.567217431842343,15.936395764270795,11.852838110106044,True,49978.77201491715,49978.70494510947
77,36.32900061881257,233.9717869877352,23.94608022497552,15.986260648073559,21.556165439582823,True,49979.254937204925,49980.19170276632
78,19.006741187037548,225.17386271501104,2.2746879805916196,15.986875424431323,34.52953083537094,True,49982.88275584787,49981.70710774172
79,16.995309896588424,231.47595172690635,10.25893545431032,15.732382347564036,21.600095548328103,True,49978.53207539398,49983.26244773598
80,10.30932175004793,234.82269401981773,8.875996752240447,16.08268571933069,5.308758919081964,True,49986.901021941565,49984.85368059244
81,5.2882939275610275,236.80228967614315,7.116048002241546,16.21369434078493,20.630235370092517,True,49986.568661419275,49986.49180345711
82,17.1377895861573,234.83069489816572,9.484888414776954,15.93927071100035,16.562219956663245,True,49985.94392773217,49988.15791228937
83,22.625936120114744,238.44046975071066,2.2877868972346036,16.102042729143367,33.947877202829176,True,49992.12194562943,49989.86642196389
84,9.801133351717732,239.8559057857682,12.986524315511073,15.976930008663086,5.733468842969406,True,49995.911832121696,49991.61800183026
85,28.70404011087322,241.05429087800906,21.19452049838656,16.410289206169622,12.979393348540423,True,49991.83993784434,49993.41766805237
86,17.68173096758334,238.541898448189,16.151202375557634,15.778555904942236,37.620582385242244,True,49995.329375605485,49995.27716552487
87,19.40091321266179,236.54585483132036,17.596581145279494,16.275446507865038,4.879664931686102,True,49997.29274554045,49997.217731093435
88,42.439749792443365,240.90298298785424,7.534798506054231,15.967168267604848,61.867563440744085,True,50000.49886191014,49999.25407489778
89,43.30908113528725,243.95482800488543,17.912195044658837,16.503501364605345,47.95414614893032,True,49998.350672501954,50001.42301608009
90,15.782376338118665,253.9730700950265,19.226157108231323,16.16242586458243,28.02083669592975,True,50003.589435849324,50003.764005495395
91,22.106183423310956,271.55483391719434,30.54183160902121,16.17909367717065,15.288695821892407,True,50004.71365380295,50006.30487302544
92,4.2465795241439155,276.30278082560426,18.751091115798722,15.916679640811775,38.81931570712077,True,50009.686299191686,50009.12488940208
93,10.685882434450377,280.3356589391881,13.266942229219826,16.384211063152414,27.216152564827865,True,50010.32621803181,50012.269667190514
94,21.136812315961944,282.7690108993348,10.923024089344308,16.314156832566262,28.369466817171457,True,50014.73096812033,50015.81456371407
95,40.22812020650212,285.4062307558848,16.061862057094203,16.18715013013656,47.417485181487045,True,50018.508339905,50019.78953051317
96,30.52416809425772,291.8136939258741,9.399416230503407,16.040213305954435,48.193882117444296,True,50023.04484364049,50024.29278105985
97,31.0408989994909,302.58859058148727,22.569626095978773,16.007485373268715,17.011911290126864,True,50029.27530901723,50029.31758947359
98,15.008315879012862,304.5970206499322,9.284191262472476,16.03205926834996,39.276883024612694,True,50035.00018164995,50034.932921488005
99,33.32486708102161,318.5837551948596,18.259472956444608,15.893861280370281,41.02040194699433,True,50038.249963399685,50041.06790649744
100,18.49580640870116,327.4614316302833,18.735502954130187,15.590232621999327,5.607175939191182,True,50046.39676616861,50047.70162223072
101,14.135189431705,337.82467210356555,22.642575950638783,15.263949629260704,15.59286839813788,True,50054.22752230612,50054.69145259462
102,8.940285522418186,353.4280926771966,17.841226456977225,14.921901509578174,44.871098754288404,True,50063.24055024609,50061.890083852326
103,36.30688010931298,349.31687722230384,21.278277850583134,14.766366821292774,26.27345047520372,True,50071.773852116814,50069.088586283404
104,36.56968771940352,359.17416996353825,14.60765095858916,14.780182361000401,49.96802065955467,True,50075.42533907995,50076.02797233476
105,13.074931995135854,363.12842730292135,15.470423947820803,15.344975801555664,12.742603855873211,True,50083.195502600356,50082.46981572912
106,31.060964081257698,367.36837864020276,26.58544988764512,15.318382585599958,12.054469259280419,True,50090.92786302525,50088.11477782086
107,25.97567340259575,382.4274022757831,33.90413252967761,15.582242032091143,27.647057090556647,True,50094.20879403134,50092.75666286872
108,53.35160164978864,395.2424133806967,46.05086541778144,15.708865406258898,12.195918740681428,True,50095.486546632106,50096.100222770554
109,85.85094500194326,410.3341494811113,64.77185742023062,15.706438085109918,34.765811672400346,True,50097.54430158245,50098.067307168974
110,112.65583244207825,421.18093459238116,81.91913615055088,15.692755652422228,53.47257577278017,True,50096.7114719405,50098.64425984752
111,125.96386012335972,433.7796299899131,102.32044054086627,15.649295402348578,37.10835952586777,True,50101.35930162803,50097.84074413238
112,152.36532491628037,436.83549585920395,110.90914854464388,16.21016729191458,69.87474250419207,True,50096.8039899542,50095.81475066597
113,169.1547125829542,439.7062600637503,112.34214886858085,17.215533013666555,95.29056454927,True,50092.089149401254,50092.644034296114
114,185.54700329882513,444.37964971992557,121.89816908541324,17.361097917349188,100.4296973002775,True,50088.316070796885,50088.65936313364
115,167.7722349137156,446.97918007538914,125.38552024805944,16.602090815621647,68.72256440306678,True,50086.678805136486,50083.926311294
116,235.25433173532792,456.6300039188717,155.79990986468638,15.704856390754845,127.12473986980778,True,50080.93918739392,50078.86753557369
117,206.06924677116703,459.3772052778347,165.074864029831,15.766368841059638,79.05245969001793,True,50075.5345998445,50073.45522433801
118,280.8818425548416,460.5330126013214,204.15255961583728,17.98513328763164,153.17465419587572,True,50070.14461596556,50068.145128080025
119,271.9202257153052,467.1915230317429,221.16301140511914,15.57622600369955,114.47752116708399,True,50061.83127716369,50062.81188088968
120,289.63204599376,470.03521336194734,219.8174792413487,18.210413732058797,126.86716937791627,False,50056.764397275794,50057.85416121779
121,283.3008392688265,479.5984793726856,231.8828061799774,18.460846909744614,141.80140183151508,False,50053.79277417958,50053.012513383
122,306.8837872640044,479.1361449360809,233.78633849024615,20.2774792931789,149.20448481346162,False,50047.90942914394,50048.74500218064
123,354.570499597911,495.3112312009506,246.39537100311117,22.628958229118357,174.8081859441649,False,50045.14604306242,50044.59008261839
124,362.8923361367877,508.0365133462552,258.1773724240555,25.00100832926256,157.8202504895299,False,50040.42863566983,50041.05906385065
125,367.4172288690206,499.26473595604,247.4116969261155,28.002030049759956,174.88797839980825,False,50037.31434112721,50037.678063960884
126,380.6915736500158,506.29652987328006,247.85241742283964,30.698110409520517,156.08188981301177,False,50036.72851838267,50034.73707365032
127,402.95558798872696,506.6257001345222,246.93272559310097,32.51474958248623,174.84610815666832,False,50030.68517130118,50032.04732643631
128,393.91482868540305,518.1166435969527,253.42227384317093,32.83404760992483,149.4540476518753,False,50028.51136505125,50029.66462598838
129,426.102973045233,514.1343948520463,244.17799828811866,37.858961791808056,186.59603122558025,False,50030.58917339635,50027.42314059999
130,454.06440276474245,509.73633078398234,239.82343943479987,37.38126361159089,214.79654681993122,False,50022.730282616714,50025.41119318245
131,438.29769070407406,509.58967375550975,237.97182303929657,39.314066515211486,200.34439189487472,False,50024.11860641425,50023.501365439486
132,478.9187445335863,510.4763051097774,235.7259555208431,40.676933755649515,243.2126026389311,False,50021.71375853746,50021.722733760165
133,449.1903567472224,509.4229582275287,230.0054181641,42.20524516764815,221.35396226977358,False,50019.10340836472,50019.98032349562
134,455.6926558744355,510.77074217201056,220.40035946000924,41.37070162471639,241.74408515375077,False,50021.576208705126,50018.26028966728
135,483.4460047931798,516.016369385706,226.69824694652308,42.60866869716454,269.29045645244975,False,50015.304033490924,50016.644396143936
136,472.1320653293476,513.6058478150188,232.4268841978912,44.24419233154455,244.75690186935344,False,50010.62165530842,50014.99090506291
137,470.63437314207476,516.9549140594925,233.47776635548047,46.89513851152671,258.4700701739203,False,50015.4793603958,50013.29140033422
138,527.4649327713756,514.4605476859158,232.3070533414671,50.212084542326956,328.020957030456,False,50015.59262256634,50011.66129642259
139,559.9062711274121,514.4103588802375,234.7799423489043,50.45000668830975,352.3237492318353,False,50006.691464267155,50009.959882276664
140,518.9097804304869,509.5089516764349,233.4754751518812,51.06099132096881,325.6617541986165,False,50008.93370782383,50008.3468388622
141,511.05942342417103,514.8032765666435,237.6340197923721,51.54043719343103,316.07445575603043,False,50006.802044225245,50006.76190280633
142,535.5393023670522,512.9499173021482,237.45693421449636,53.217693189871135,338.2563781054735,False,50005.59800057396,50005.25878746867
143,513.6583120404299,514.7371792280055,243.20832535855484,53.372380418863834,325.97900476745224,False,50005.41225404579,50003.90571403334
144,511.582355941873,509.02948399332183,233.69423066718136,53.82244408838683,322.98546495980264,False,50003.30539834665,50002.822797479916
145,553.9165905296113,512.9877887404976,235.53264172618037,54.48304138932503,360.29135038784256,False,50002.54579180282,50001.83559269938
146,554.0195331251048,511.96308943105794,225.61740148562023,57.977229003690326,362.24242950170327,False,49997.78323141975,50001.242453442595
147,527.7820325756347,517.0992633411759,214.68225187356708,53.73166578675726,348.6571536338916,False,49997.99969002035,50000.771751378845
148,538.5215712325347,518.8555450374932,218.144494255669,53.813051991812145,366.92953338886366,False,50002.20606417956,50000.78498798035
149,535.4774692440712,508.78077276976745,203.2715726779237,52.41237459090025,367.10802624672397,False,50001.17086985923,50000.87675163211
150,565.8476829565179,503.06340505254764,196.04263948042743,52.21856742319848,420.87356422273524,False,50002.1610573717,50001.34551070817
151,567.0244016514198,500.5850093418927,194.13808842779605,53.318642684503715,413.8111869244353,False,50003.35935512929,50001.81872888032
152,568.7525011198248,491.66502229112365,174.15824685749632,53.61883275338841,427.29529590065346,False,49999.303039054954,50002.52946504858
153,569.934711612502,488.2810441007775,163.47478686559307,54.04059930127969,430.15167510856946,False,49999.70367810896,50003.15731435645
154,561.5123394964279,486.4809056217234,160.29547272555695,55.36854613324293,427.95890724353484,False,50002.09824148841,50003.85946556212
155,594.9833405470685,491.523391565191,164.70539400813692,56.12214838211946,464.00431629461315,False,50005.543270365015,50004.40752593922
156,568.3829008946536,486.87559306015436,159.4895946669209,56.86067366149416,448.34694471255693,False,50005.08631696362,50004.89616580313
157,576.5040840194821,488.67924075070425,168.6909282161686,60.86180434308848,464.5351926255841,False,50002.637888794176,50005.130757846724
158,601.0442497646362,490.78823165564734,169.92859082733048,60.42060361501414,491.6235910428558,False,50004.49504560778,50005.212138368894
159,639.3890789397155,490.0983352556609,162.35690654088762,57.485931827878375,538.3006985636837,False,50004.88270271899,50005.111453047444
160,610.8101797740586,492.242850578935,160.01396546829798,54.77934649922405,526.3922484754061,False,50004.02763578156,50004.84178653419
161,623.7612472729027,483.1786878540431,142.4209246351116,51.84075641318504,561.5736086848098,False,50004.12283119878,50004.43514192076
162,633.1471674826846,482.4897535537874,115.06867556021416,48.3344014370369,603.5583270177519,False,50006.24133623308,50003.76362397234
163,641.2999137442666,479.2366913448532,103.50870620989156,47.561137369510895,618.8948669848162,False,50002.75610277528,50002.99035010456
164,637.2572988841404,476.10153286826903,90.47513320707917,46.00043741084412,631.0459708281763,False,50002.30287018535,50002.10033538526
165,664.8119493266948,478.77974995952036,95.31000809767983,45.07793926206876,666.5046255452721,False,49999.7550037637,50001.074434320864
166,665.526038965782,472.48654825486483,74.4266789269266,43.87393490618618,701.9885482820403,False,50003.33315989135,49999.928511052494
167,677.6906070059941,476.6484894854664,76.884933701961,43.9136118449603,726.2267367489271,False,49999.659157146656,49998.778189769815
168,710.1388877086692,478.5851765844204,71.30606459435458,43.93008991343765,756.6984847190917,False,49997.15638869683,49997.465388290235
169,676.6378541034263,473.90352022415016,64.9568694597554,44.373644338866384,728.0280183563095,False,49996.3210560263,49996.22266719883
170,731.2457922625302,477.3200858427294,61.22981673859365,45.828964763080435,785.8564509969617,False,49996.61753777421,49994.83933996485
171,719.6573660463694,477.01013315431027,73.0321596949374,45.84278122770789,783.0958646314251,False,49991.95129270202,49993.546278749534
172,723.1481868292852,483.0889577889011,64.18750282969823,47.45199590792739,784.4424777585493,False,49994.45575822581,49992.194570914064
173,749.5669719364337,483.40094387851593,71.68869035892521,46.37201481335652,814.4424085517353,False,49988.2669007456,49990.89131294478
174,777.2100892198171,479.57974198718244,71.75016270252114,46.170011640719935,840.9628131160889,False,49986.98067397945,49989.64576078335
175,778.0502176853715,498.2850802902347,75.3229834441619,47.1322660571334,839.6264612258642,False,49986.669491042616,49988.38834600683
176,801.0328922142955,494.59155021816423,76.77267388092679,47.799615145752625,861.3868363208828,False,49983.9449440313,49987.181364848075
177,814.2468419422131,495.3461286363151,62.896086343682185,49.519424513805305,869.9955271527754,False,49986.81481387974,49986.07821678973
178,836.9832273121472,496.8806220529091,61.336204691411815,49.689423414107786,893.8474364647615,False,49984.43004183465,49984.98961078746
179,848.3978302064118,495.87831865714986,56.384265525633865,50.57653279575599,902.9956937069383,False,49984.44740813864,49983.93533982519
180,848.5300855850011,500.9252759442506,41.980958028260815,52.39947058559896,890.5075206984092,False,49985.7175733358,49982.9440631696
181,871.8511947059934,492.8518618399683,51.252553728825994,52.946148245103245,923.061224409603,False,49979.96949398616,49982.02581777687
182,890.8879359699961,498.464639460582,44.477026424256245,53.27705199278893,935.0757326811195,False,49982.63162582788,49981.13988458673
183,922.4655171515851,493.46680623078447,51.71095793412427,54.17348415780506,973.5516713424252,False,49979.324237181296,49980.236676433866
184,925.029035366446,496.5566646460025,47.09863485629806,55.188932881503334,970.4427081077458,False,49981.057255181346,49979.37332482204
185,928.8456500363352,503.19298943192075,41.88600356054257,55.54032132161863,967.2983753748788,False,49980.649800000385,49978.53692280631
186,919.4108733585474,499.93440144626965,51.12347960721355,56.07420145472861,967.301137050386,False,49977.2431343548,49977.726371302546
187,959.8366573617787,506.63357240011624,42.980874148370326,56.06802210850274,999.1769598518754,False,49978.276740827285,49976.85650774161
188,951.7597716471314,499.3271408970546,52.374860419032544,56.877591226227864,999.7076524433695,False,49975.40022888735,49975.97576089327
189,990.4336093683803,505.02007881157255,42.58140741612008,57.60412815582053,1024.0107711547228,False,49978.05189685428,49975.075268836896
190,981.2525441437786,509.6613782024697,41.78309547212835,57.58654414891513,1019.5478479150461,False,49972.64915418118,49974.17967220838
191,992.0738637622846,513.0704556463824,40.59670751854454,58.13277886815138,1029.7160596784531,False,49973.49686625042,49973.160246358675
192,1014.7458811475944,514.3989762263066,49.307366072833034,56.63794715703987,1063.5900189526271,False,49969.12436700331,49972.13442188261
193,1002.9846240549094,523.1460739749095,43.990635100093364,56.446738081717236,1046.9241250601035,False,49969.49015161799,49971.06064805683
194,1012.0478868406884,518.9624743401272,34.92986192713126,56.843535465343045,1046.1135943372528,False,49970.83812862727,49969.902944925954
195,1043.3114062689394,519.3556423699224,29.698606074767095,57.313136898794866,1070.9434442808135,False,49969.87013606848,49968.68659526341
196,1052.9691380614127,521.5844081886771,29.20631296069063,57.80270367231829,1079.36745433637,False,49968.44252578304,49967.44574528539
197,1078.5907496224245,516.907699434771,29.455874227745195,55.74665046131761,1078.7816265307504,False,49971.62433247241,49966.11897875254
198,1092.292413734686,512.7091023926515,33.46429631067892,55.73734379875783,1095.7718116625276,False,49966.40031040355,49964.79315934125
199,1095.2306764661769,516.2258269626108,33.66102605910374,57.143759675974735,1119.5895166140876,False,49961.124748013484,49963.41246206473
200,1070.7987763997712,515.0077036591147,38.61961202315452,57.55329826604134,1102.170704421629,False,49962.185412537234,49962.05688864483
201,1114.3627399923416,512.6708358418238,36.29197472721946,57.5511185772713,1139.4661535686196,False,49962.30115643289,49960.70520057047
202,1126.2423954761332,506.7829071108179,53.15288322915155,57.448859768211165,1169.6366039104437,False,49957.85927439129,49959.4265824632
203,1127.7810326835072,502.1157156839978,67.63386628236887,56.80272061206808,1186.1944613577682,False,49955.84367269095,49958.22138560523
204,1114.9432036678672,503.38908430570734,45.799155494604,56.80155705827843,1150.386466925801,False,49959.88321496082,49957.15028866084
205,1139.3231340656114,506.31360098937444,37.52626927978065,56.2539930058745,1168.6866077235868,False,49956.61623850462,49956.26002501861
206,1137.086245328619,508.08095417317674,61.57022256326322,55.10791912994842,1192.617526321289,False,49951.74592858492,49955.57344072762
207,1176.7565021196644,505.2334789030714,50.86836578122684,53.528608417511364,1222.8969753691706,False,49954.75801353204,49955.11788623247
208,1180.651030167149,498.43224310739987,34.80948973544813,51.97422502292279,1209.997288878662,False,49955.68179294594,49954.97585221073
209,1174.9877992835484,498.2450301607381,18.70332810946419,50.37385591553346,1189.2574065657348,False,49956.03246566659,49955.16923487376
210,1175.3380750804597,497.8838145086608,13.34885746168699,48.79489785513961,1188.2733707754671,False,49956.41173085626,49955.698287444786
211,1186.248997851789,494.9999648439127,11.790178870785748,46.378758023215234,1197.6699035360118,False,49957.22846370651,49956.56558588887
212,1163.831655271354,498.2015780476547,18.647210998706722,45.749315973684,1181.7244870647132,False,49956.655196797255,49957.783181799896
213,1182.5353474189508,498.77677880649793,15.640629534451591,45.30437099375168,1196.5883116843588,False,49958.773947784946,49959.321558542346
214,1193.8688780548987,501.1164902096468,12.221905590376192,44.503286589833685,1192.1367541465972,False,49962.07518979992,49961.23071251185
215,1227.1225338215286,505.89098729434113,18.18438546306943,44.35934617374638,1234.7439695697092,False,49962.89644411912,49963.39727505034
216,1241.2398042211057,503.5777471160796,26.65643326205417,43.06743640522373,1239.5337116469764,False,49968.077730812205,49965.80365523245
217,1271.251228194233,508.17820858367276,17.518959715254677,43.88105470567686,1273.5315044559986,False,49966.59017905524,49968.34750667326
218,1243.4561029368715,515.6088437487149,28.25904261922534,43.97858074102735,1252.5430856922019,False,49971.2930127166,49971.02934786463
219,1287.9845766773299,520.7218856157864,37.28867562953949,44.53543796154128,1296.4986947660639,False,49974.66981281614,49973.72957768204
